0,2.0029421913886174
1,1.383500447289661
2,1.3413460129644055
3,1.3063920468588759
4,1.2835546885295124
5,1.272065453086239
6,1.2802904861375177
7,1.2668855868577038
8,1.2603310031498243
9,1.2530078550510053
10,1.2466897507042565
11,1.251865851750413
12,1.2473385518744387
13,1.2484235828618828
14,1.2424279836531444
15,1.238174601706094
0,1.7121230677361237
1,1.3915715833436397
2,1.3376688940260428
3,1.3282673062891794
4,1.2900072602806492
5,1.2771229699658366
6,1.2734133082881067
7,1.270079502039917
8,1.2474158686736432
9,1.2390753471064258
10,1.239477723837818
11,1.2346268501687376
12,1.231572593497715
13,1.234406977387632
14,1.2291866100395237
15,1.2282241784691097
0,1.9378642377535447
0,1.833650673365419
1,1.3965138467110483
2,1.3177202809276323
3,1.2706257803451269
4,1.276427865363443
5,1.2594444241816232
6,1.2456331379549241
7,1.236396653270597
8,1.2356577603670034
9,1.2330473968835178
10,1.240747460193564
11,1.2376179163481562
12,1.2308893037743294
13,1.2477973211175812
14,1.2344775564755284
15,1.227536523524302
0,2.270533699397551
1,1.449154709394896
2,1.4622630525812061
3,1.2928614396229188
4,1.281994186131677
5,1.2636304811280896
6,1.2773628171470275
7,1.2477417272482434
8,1.2574386199625134
9,1.2525717025031722
10,1.3087969210220414
11,1.2559749286494561
12,1.2582652958969618
13,1.264062813839016
14,1.2794387390722886
15,1.2667043593426706
0,1.6078492260986272
1,2.8813897361354823
2,1.9034182109582138
3,1.4569836145822932
4,1.410050684462495
5,1.4262147680078245
6,1.4414605844001749
7,1.3892988854311126
8,1.4085664702895953
9,1.4261309720771609
10,1.4403128043919433
11,1.4187982486636146
12,1.4799780593753151
13,1.447764488746809
14,1.4654059223544027
15,1.51528861985849
0,1.8872449469825172
1,2.4426317550621612
2,1.5409849771952908
3,1.485982451619376
4,1.4266304373790653
5,1.375833160186596
6,1.3700415704112718
7,1.3915609545777572
8,1.3758360055384422
9,1.4164950602592195
10,1.3852395765273788
11,1.3878684108545964
12,1.460086245931552
13,1.403049094602859
14,1.4321048102083527
15,1.406398272401336
16,1.447424388200269
17,1.3928645014410703
18,1.4348597066401163
19,1.4948688627734843
20,1.4311921620425532
21,1.4538069612460678
22,1.469146283927136
23,1.479199197519474
24,1.4414808975535016
25,1.4853305489625017
0,2.029489849637877
1,1.6815341412917133
2,1.4323582408754485
3,1.4011326920258487
4,1.3923054864220314
5,1.3625278610786298
6,1.3754161350974736
7,1.365250354049228
8,1.3890483387714392
9,1.3748221660564115
10,1.379321238628845
11,1.3601943659342544
12,1.3437087999094832
13,1.346222539591734
14,1.3893756040877887
15,1.3626496636383105
16,1.3776703257999747
17,1.3213708165488633
18,1.3448077091499178
19,1.343077955712286
20,1.3503370648013984
21,1.3469317540487673
22,1.3697034896563585
23,1.342836290165051
24,1.3437585345739966
25,1.332664492287132
0,2.340743752132639
1,1.4135002960748306
2,1.3190727924176182
3,1.2878397822846805
4,1.2635110338367714
5,1.2575241503512131
6,1.2554471350748668
7,1.2418675550785383
8,1.2487184300672727
9,1.2581880658658833
10,1.2799651760624178
11,1.2435139017486414
12,1.228877595790858
13,1.2351071969859009
14,1.2363160293682294
15,1.2865781231886015
0,1.7200523413422057
1,1.1625823790905292
2,1.0444389859381298
3,1.0057380611688462
4,0.9892133481153045
5,0.9326116083601358
6,0.9194587011013957
7,0.8465527787759874
8,0.7408625067696846
9,0.7394306656794807
10,0.6773390205367403
11,0.6524328899906858
12,0.6381293574180469
13,0.617975906819404
14,0.6093638915205762
15,0.5772195176458899
