Number,Start_date,End_date,Start_hour,Start_dayofweek,End_hour,End_dayofweek,Start station number,Start station,End station number,End station,Bike number,Bike model,Trip_duration_minutes,Trip_duration_ms,Trip_distance_m,Start_lat,Start_lon,End_lat,End_lon,Trip_distance_m.1,Start_geohash_enc,station_avg_dur,station_std_dur,station_top_dest_enc,duration,destination
132825193,-1.762135023390481,-1.7622570951961711,-2.8027264426119376,-0.9264231617136696,-2.7999286956087523,-0.92625089168011,1219,"Lower Marsh, Waterloo",200056,"Vauxhall Walk, Vauxhall",54758,CLASSIC,16.0,-0.1228682236682826,-0.5330816316577466,-0.3731550237283424,0.2126314836878615,51.488124,-0.120903,-0.5330816316577466,0.253997713599592,-0.3623543927880504,-0.5302505949410427,0.0367213083863721,16.0,467
132825194,-1.762135023390481,-1.7629633930806188,-2.8027264426119376,-0.9264231617136696,-2.7999286956087523,-0.92625089168011,1219,"Lower Marsh, Waterloo",1205,"Black Prince Road, Vauxhall",52921,CLASSIC,7.0,-0.6744561186786427,-0.7471851992603007,-0.3731550237283424,0.2126314836878615,51.4908679,-0.116911864,-0.7471851992603007,0.253997713599592,-0.3623543927880504,-0.5302505949410427,0.0367213083863721,7.0,232
132826738,-1.7288600151625269,-1.729767392511581,-1.4033689059039554,-0.9264231617136696,-1.4203248935133823,-0.92625089168011,1219,"Lower Marsh, Waterloo",960,"Hop Exchange, The Borough",59287,CLASSIC,6.0,-0.7398069611570043,-0.4213124283954105,-0.3731550237283424,0.2126314836878615,51.50462759,-0.091773776,-0.4213124283954105,0.253997713599592,-0.3623543927880504,-0.5302505949410427,0.0367213083863721,6.0,1
132826822,-1.7286245787835557,-1.7296104374261485,-1.4033689059039554,-0.9264231617136696,-1.4203248935133823,-0.92625089168011,1219,"Lower Marsh, Waterloo",1200,"Ontario Street, Elephant & Castle",58631,CLASSIC,5.0,-0.8126740636280939,-0.8015736048266897,-0.3731550237283424,0.2126314836878615,51.49652013,-0.101384068,-0.8015736048266897,0.253997713599592,-0.3623543927880504,-0.5302505949410427,0.0367213083863721,5.0,227
132827672,-1.7264271725798226,-1.726000470461194,-1.4033689059039554,-0.9264231617136696,-1.4203248935133823,-0.92625089168011,1219,"Lower Marsh, Waterloo",973,"Bethnal Green Road, Shoreditch",54395,CLASSIC,23.0,0.309203279197382,0.8276034333415128,-0.3731550237283424,0.2126314836878615,51.52364804,-0.074754872,0.8276034333415128,0.253997713599592,-0.3623543927880504,-0.5302505949410427,0.0367213083863721,23.0,14
132828471,-1.7248575967200137,-1.7255296052048956,-1.4033689059039554,-0.9264231617136696,-1.223238636071187,-0.92625089168011,1219,"Lower Marsh, Waterloo",960,"Hop Exchange, The Borough",19146,CLASSIC,9.0,-0.5510028487848483,-0.4213124283954105,-0.3731550237283424,0.2126314836878615,51.50462759,-0.091773776,-0.4213124283954105,0.253997713599592,-0.3623543927880504,-0.5302505949410427,0.0367213083863721,9.0,1
132828804,-1.7243082451690803,-1.724038531893284,-1.2034606863742434,-0.9264231617136696,-1.223238636071187,-0.92625089168011,1219,"Lower Marsh, Waterloo",1035,"Boston Place, Marylebone",60318,PBSC_EBIKE,21.0,0.1962302722797531,1.0617905990869043,-0.3731550237283424,0.2126314836878615,51.522511,-0.162298,1.0617905990869043,0.253997713599592,-0.3623543927880504,-0.5302505949410427,0.0367213083863721,21.0,73
132828920,-1.724151287583099,-1.7243524420641494,-1.2034606863742434,-0.9264231617136696,-1.223238636071187,-0.92625089168011,1219,"Lower Marsh, Waterloo",964,"Bath Street, St. Luke's",59439,CLASSIC,15.0,-0.2301456520374539,0.5450926925647893,-0.3731550237283424,0.2126314836878615,51.52589324,-0.090847761,0.5450926925647893,0.253997713599592,-0.3623543927880504,-0.5302505949410427,0.0367213083863721,15.0,5
132832235,-1.7196779963826434,-1.720350087385613,-1.0035524668445317,-0.9264231617136696,-1.0261523786289917,-0.92625089168011,1219,"Lower Marsh, Waterloo",200074,"Bury Place, Holborn",55730,CLASSIC,9.0,-0.576142641079767,-0.1821657049838153,-0.3731550237283424,0.2126314836878615,51.51742,-0.1231899999999939,-0.1821657049838153,0.253997713599592,-0.3623543927880504,-0.5302505949410427,0.0367213083863721,9.0,485
132832545,-1.7192071236247004,-1.7183881488177033,-1.0035524668445317,-0.9264231617136696,-1.0261523786289917,-0.92625089168011,1219,"Lower Marsh, Waterloo",200251,"Bow Road Station, Bow",51678,CLASSIC,28.0,0.6165619769208756,2.601889679300049,-0.3731550237283424,0.2126314836878615,51.527058,-0.025296,2.601889679300049,0.253997713599592,-0.3623543927880504,-0.5302505949410427,0.0367213083863721,28.0,646
