Number,Start date,End date,Start_hour,Start_dayofweek,Start station number,Start station,End station number,End station,Bike number,Bike model,Trip_duration_minutes,Start_lat,Start_lon,End_lat,End_lon,Trip_distance_km,duration,destination
132948678,2023-08-06 09:57:00,2023-08-06 10:02:00,9,6,1219,"Lower Marsh, Waterloo",959,"Milroy Walk, South Bank",51218,CLASSIC,5.0,51.5001394,-0.1139359999999953,51.50724437,-0.106237501,0.9529362826512656,5.0,0
132951529,2023-08-06 12:01:00,2023-08-06 12:23:00,12,6,1219,"Lower Marsh, Waterloo",973,"Bethnal Green Road, Shoreditch",56320,CLASSIC,22.0,51.5001394,-0.1139359999999953,51.52364804,-0.074754872,3.766305248569335,22.0,14
132953783,2023-08-06 13:17:00,2023-08-06 13:31:00,13,6,1219,"Lower Marsh, Waterloo",1067,"St. James's Square, St. James's",22678,CLASSIC,14.0,51.5001394,-0.1139359999999953,51.50742485,-0.134621209,1.6450213891329488,14.0,105
132954978,2023-08-06 13:58:00,2023-08-06 14:16:00,13,6,1219,"Lower Marsh, Waterloo",200246,"Eagle Wharf Road, Hoxton",57506,CLASSIC,18.0,51.5001394,-0.1139359999999953,51.53356,-0.09315,3.984822898021592,18.0,643
132955690,2023-08-06 14:26:00,2023-08-06 14:32:00,14,6,1219,"Lower Marsh, Waterloo",998,"Lollard Street, Vauxhall",58904,CLASSIC,6.0,51.5001394,-0.1139359999999953,51.49288067,-0.114934001,0.8100853536111423,6.0,37
132957767,2023-08-06 15:38:00,2023-08-06 15:38:00,15,6,1219,"Lower Marsh, Waterloo",1219,"Lower Marsh, Waterloo",56635,CLASSIC,0.0,51.5001394,-0.1139359999999953,51.5001394,-0.1139359999999953,0.0,0.0,245
132958747,2023-08-06 16:14:00,2023-08-06 16:18:00,16,6,1219,"Lower Marsh, Waterloo",200076,"Westminster Bridge Road, Elephant & Castle",53075,CLASSIC,4.0,51.5001394,-0.1139359999999953,51.498386,-0.107913,0.4602571342084621,4.0,488
132959253,2023-08-06 16:33:00,2023-08-06 16:52:00,16,6,1219,"Lower Marsh, Waterloo",300253,"Bermondsey Station, Bermondsey",21091,CLASSIC,19.0,51.5001394,-0.1139359999999953,51.497995,-0.063471392,3.501383885788006,19.0,800
132959588,2023-08-06 16:46:00,2023-08-06 16:53:00,16,6,1219,"Lower Marsh, Waterloo",200056,"Vauxhall Walk, Vauxhall",40710,CLASSIC,7.0,51.5001394,-0.1139359999999953,51.488124,-0.120903,1.4204461659415744,7.0,469
132959938,2023-08-06 16:57:00,2023-08-06 17:01:00,16,6,1219,"Lower Marsh, Waterloo",200039,"Sail Street, Vauxhall",53286,CLASSIC,4.0,51.5001394,-0.1139359999999953,51.495656,-0.114605,0.5006777062662104,4.0,453
132960253,2023-08-06 17:08:00,2023-08-06 17:14:00,17,6,1219,"Lower Marsh, Waterloo",998,"Lollard Street, Vauxhall",54638,CLASSIC,6.0,51.5001394,-0.1139359999999953,51.49288067,-0.114934001,0.8100853536111423,6.0,37
132962897,2023-08-06 18:46:00,2023-08-06 19:12:00,18,6,1219,"Lower Marsh, Waterloo",300070,"Imperial Wharf Station, Sands End",59776,CLASSIC,26.0,51.5001394,-0.1139359999999953,51.474665,-0.18316517,5.567803874943272,26.0,720
132963099,2023-08-06 18:55:00,2023-08-06 19:10:00,18,6,1219,"Lower Marsh, Waterloo",2679,"George Row, Bermondsey",17392,CLASSIC,15.0,51.5001394,-0.1139359999999953,51.498585,-0.068981764,3.116593260935794,15.0,278
132963396,2023-08-06 19:07:00,2023-08-06 19:18:00,19,6,1219,"Lower Marsh, Waterloo",300225,"Normandy Road, Stockwell",60207,PBSC_EBIKE,11.0,51.5001394,-0.1139359999999953,51.473874,-0.11258096,2.922085867519708,11.0,774
132967580,2023-08-07 05:42:00,2023-08-07 05:52:00,5,0,1219,"Lower Marsh, Waterloo",982,"Holborn Circus, Holborn",54223,CLASSIC,10.0,51.5001394,-0.1139359999999953,51.51795029,-0.108657431,2.0138909242372534,10.0,22
132968046,2023-08-07 06:45:00,2023-08-07 07:01:00,6,0,1219,"Lower Marsh, Waterloo",2691,"Howland Street, Fitzrovia",54638,CLASSIC,16.0,51.5001394,-0.1139359999999953,51.520994,-0.139016,2.8965300268381027,16.0,288
132969089,2023-08-07 07:36:00,2023-08-07 07:59:00,7,0,1219,"Lower Marsh, Waterloo",973,"Bethnal Green Road, Shoreditch",50146,CLASSIC,23.0,51.5001394,-0.1139359999999953,51.52364804,-0.074754872,3.766305248569335,23.0,14
132970061,2023-08-07 08:05:00,2023-08-07 08:20:00,8,0,1219,"Lower Marsh, Waterloo",964,"Bath Street, St. Luke's",59235,CLASSIC,15.0,51.5001394,-0.1139359999999953,51.52589324,-0.090847761,3.279248835415176,15.0,5
132970060,2023-08-07 08:05:00,2023-08-07 08:37:00,8,0,1219,"Lower Marsh, Waterloo",300081,"Haggerston Road, Haggerston",52210,CLASSIC,32.0,51.5001394,-0.1139359999999953,51.53932857,-0.074284675,5.149345648717626,32.0,731
132970166,2023-08-07 08:07:00,2023-08-07 08:15:00,8,0,1219,"Lower Marsh, Waterloo",200132,"Gaywood  Street, Elephant & Castle",58462,CLASSIC,8.0,51.5001394,-0.1139359999999953,51.49605,-0.104193,0.8134152861611408,8.0,535
132972479,2023-08-07 08:56:00,2023-08-07 09:06:00,8,0,1219,"Lower Marsh, Waterloo",200074,"Bury Place, Holborn",58915,CLASSIC,10.0,51.5001394,-0.1139359999999953,51.51742,-0.1231899999999939,2.0254350314783816,10.0,487
132972833,2023-08-07 09:06:00,2023-08-07 09:21:00,9,0,1219,"Lower Marsh, Waterloo",967,"Golden Lane, Barbican",52833,CLASSIC,15.0,51.5001394,-0.1139359999999953,51.52174785,-0.094475072,2.7544509116238,15.0,8
132973331,2023-08-07 09:23:00,2023-08-07 09:27:00,9,0,1219,"Lower Marsh, Waterloo",200206,"Chicheley Street, South Bank",51945,CLASSIC,4.0,51.5001394,-0.1139359999999953,51.502698,-0.1167474,0.3446903739519257,4.0,606
132973443,2023-08-07 09:28:00,2023-08-07 09:39:00,9,0,1219,"Lower Marsh, Waterloo",200084,"Doddington Grove, Kennington",55152,CLASSIC,11.0,51.5001394,-0.1139359999999953,51.48692917,-0.102996299,1.6526615960116238,11.0,496
132974477,2023-08-07 10:22:00,2023-08-07 10:29:00,10,0,1219,"Lower Marsh, Waterloo",3434,"Sancroft Street, Vauxhall",21780,CLASSIC,7.0,51.5001394,-0.1139359999999953,51.48947903,-0.115156562,1.1883868659326933,7.0,312
132975155,2023-08-07 11:04:00,2023-08-07 11:12:00,11,0,1219,"Lower Marsh, Waterloo",1200,"Ontario Street, Elephant & Castle",59391,CLASSIC,8.0,51.5001394,-0.1139359999999953,51.49652013,-0.101384068,0.9575584999618229,8.0,227
132976241,2023-08-07 12:09:00,2023-08-07 12:26:00,12,0,1219,"Lower Marsh, Waterloo",300216,"Gas Holders, Battersea Park",56286,CLASSIC,17.0,51.5001394,-0.1139359999999953,51.477966,-0.14785703,3.405132111069848,17.0,767
132976354,2023-08-07 12:15:00,2023-08-07 12:22:00,12,0,1219,"Lower Marsh, Waterloo",10624,"Strata, Elephant & Castle",56635,CLASSIC,7.0,51.5001394,-0.1139359999999953,51.493146,-0.099828,1.2484085599966404,7.0,381
132977841,2023-08-07 13:32:00,2023-08-07 13:45:00,13,0,1219,"Lower Marsh, Waterloo",22162,"Southwark Station 1, Southwark",59584,CLASSIC,13.0,51.5001394,-0.1139359999999953,51.504043,-0.105312,0.738060890910685,13.0,394
132979297,2023-08-07 14:44:00,2023-08-07 15:09:00,14,0,1219,"Lower Marsh, Waterloo",300083,"Duke Street Hill, London Bridge",52067,CLASSIC,25.0,51.5001394,-0.1139359999999953,51.50630441,-0.087262995,1.969350794983814,25.0,733
132979306,2023-08-07 14:44:00,2023-08-07 15:09:00,14,0,1219,"Lower Marsh, Waterloo",300083,"Duke Street Hill, London Bridge",55542,CLASSIC,25.0,51.5001394,-0.1139359999999953,51.50630441,-0.087262995,1.969350794983814,25.0,733
132979347,2023-08-07 14:46:00,2023-08-07 15:09:00,14,0,1219,"Lower Marsh, Waterloo",300083,"Duke Street Hill, London Bridge",57122,CLASSIC,23.0,51.5001394,-0.1139359999999953,51.50630441,-0.087262995,1.969350794983814,23.0,733
132979782,2023-08-07 15:08:00,2023-08-07 15:14:00,15,0,1219,"Lower Marsh, Waterloo",200144,"Sea Containers, South Bank",22813,CLASSIC,6.0,51.5001394,-0.1139359999999953,51.508033,-0.10682363,1.0063518291898443,6.0,545
132980138,2023-08-07 15:25:00,2023-08-07 15:32:00,15,0,1219,"Lower Marsh, Waterloo",1208,"Dickens Square, Borough",30885,CLASSIC,7.0,51.5001394,-0.1139359999999953,51.49679128,-0.093913472,1.4351451558604398,7.0,235
132980204,2023-08-07 15:28:00,2023-08-07 16:02:00,15,0,1219,"Lower Marsh, Waterloo",200227,"Westfield Library Corner, Shepherd's Bush",51279,CLASSIC,34.0,51.5001394,-0.1139359999999953,51.506093,-0.2242237,7.662295497751392,34.0,626
132981368,2023-08-07 16:18:00,2023-08-07 16:25:00,16,0,1219,"Lower Marsh, Waterloo",1190,"Kennington Lane Rail Bridge, Vauxhall",50352,CLASSIC,7.0,51.5001394,-0.1139359999999953,51.4863434,-0.1224923999999987,1.644442760607803,7.0,218
132981894,2023-08-07 16:36:00,2023-08-07 17:05:00,16,0,1219,"Lower Marsh, Waterloo",200038,"Ackroyd Drive, Bow",56275,CLASSIC,29.0,51.5001394,-0.1139359999999953,51.520398,-0.026768,6.439324330010009,29.0,452
132982331,2023-08-07 16:49:00,2023-08-07 17:00:00,16,0,1219,"Lower Marsh, Waterloo",1070,"Bricklayers Arms, Borough",15455,CLASSIC,11.0,51.5001394,-0.1139359999999953,51.49506109,-0.085814489,2.026932436322464,11.0,108
132982469,2023-08-07 16:54:00,2023-08-07 17:48:00,16,0,1219,"Lower Marsh, Waterloo",200042,"York Hall, Bethnal Green",30747,CLASSIC,54.0,51.5001394,-0.1139359999999953,51.528936,-0.055894,5.136594417638105,54.0,456
132982473,2023-08-07 16:54:00,2023-08-07 17:48:00,16,0,1219,"Lower Marsh, Waterloo",200042,"York Hall, Bethnal Green",19852,CLASSIC,54.0,51.5001394,-0.1139359999999953,51.528936,-0.055894,5.136594417638105,54.0,456
132982477,2023-08-07 16:54:00,2023-08-07 17:48:00,16,0,1219,"Lower Marsh, Waterloo",200042,"York Hall, Bethnal Green",30915,CLASSIC,54.0,51.5001394,-0.1139359999999953,51.528936,-0.055894,5.136594417638105,54.0,456
132982517,2023-08-07 16:55:00,2023-08-07 17:48:00,16,0,1219,"Lower Marsh, Waterloo",200042,"York Hall, Bethnal Green",54725,CLASSIC,53.0,51.5001394,-0.1139359999999953,51.528936,-0.055894,5.136594417638105,53.0,456
132983597,2023-08-07 17:18:00,2023-08-07 17:23:00,17,0,1219,"Lower Marsh, Waterloo",300214,"Blackfriars Road, Southwark",58773,CLASSIC,5.0,51.5001394,-0.1139359999999953,51.505461,-0.10454093,0.8792205957737421,5.0,765
132984239,2023-08-07 17:31:00,2023-08-07 17:53:00,17,0,1219,"Lower Marsh, Waterloo",300204,"Victoria Rise, Clapham Common",41215,CLASSIC,22.0,51.5001394,-0.1139359999999953,51.461376,-0.14780467,4.907087268347517,22.0,755
132984829,2023-08-07 17:41:00,2023-08-07 17:49:00,17,0,1219,"Lower Marsh, Waterloo",1189,"Long Lane , Bermondsey",61173,PBSC_EBIKE,8.0,51.5001394,-0.1139359999999953,51.49907558,-0.085666316,1.96042971275128,8.0,217
132989328,2023-08-07 19:02:00,2023-08-07 19:21:00,19,0,1219,"Lower Marsh, Waterloo",1102,"Leman Street, Aldgate",56774,CLASSIC,19.0,51.5001394,-0.1139359999999953,51.51236389,-0.06954201,3.3598021977881407,19.0,139
132992200,2023-08-07 20:35:00,2023-08-07 20:38:00,20,0,1219,"Lower Marsh, Waterloo",200039,"Sail Street, Vauxhall",59355,CLASSIC,3.0,51.5001394,-0.1139359999999953,51.495656,-0.114605,0.5006777062662104,3.0,453
132993398,2023-08-07 21:48:00,2023-08-07 22:00:00,21,0,1219,"Lower Marsh, Waterloo",1008,"Hatton Wall, Holborn",53542,CLASSIC,12.0,51.5001394,-0.1139359999999953,51.5216612,-0.109006325,2.417309350013843,12.0,47
132994926,2023-08-08 05:39:00,2023-08-08 05:49:00,5,1,1219,"Lower Marsh, Waterloo",982,"Holborn Circus, Holborn",53046,CLASSIC,10.0,51.5001394,-0.1139359999999953,51.51795029,-0.108657431,2.0138909242372534,10.0,22
132996357,2023-08-08 07:23:00,2023-08-08 07:44:00,7,1,1219,"Lower Marsh, Waterloo",973,"Bethnal Green Road, Shoreditch",58497,CLASSIC,21.0,51.5001394,-0.1139359999999953,51.52364804,-0.074754872,3.766305248569335,21.0,14
132997252,2023-08-08 07:48:00,2023-08-08 07:52:00,7,1,1219,"Lower Marsh, Waterloo",2703,"Fire Brigade Pier, Vauxhall",58149,CLASSIC,4.0,51.5001394,-0.1139359999999953,51.49369988,-0.121394101,0.8827624400389219,4.0,297
132997817,2023-08-08 08:02:00,2023-08-08 08:18:00,8,1,1219,"Lower Marsh, Waterloo",964,"Bath Street, St. Luke's",58834,CLASSIC,16.0,51.5001394,-0.1139359999999953,51.52589324,-0.090847761,3.279248835415176,16.0,5
132997996,2023-08-08 08:06:00,2023-08-08 08:21:00,8,1,1219,"Lower Marsh, Waterloo",300242,"Allington Street, Victoria",41573,CLASSIC,15.0,51.5001394,-0.1139359999999953,51.496863,-0.1429434,2.040754607209946,15.0,790
132998990,2023-08-08 08:25:00,2023-08-08 08:32:00,8,1,1219,"Lower Marsh, Waterloo",1170,"Horseferry Road, Westminster",60370,PBSC_EBIKE,7.0,51.5001394,-0.1139359999999953,51.49481649,-0.13045856,1.2878336896771514,7.0,200
132999081,2023-08-08 08:26:00,2023-08-08 09:01:00,8,1,1219,"Lower Marsh, Waterloo",300243,"Good's Way, King's Cross",55502,CLASSIC,35.0,51.5001394,-0.1139359999999953,51.5346677396,-0.125078652873,3.916025826009756,35.0,791
133001343,2023-08-08 09:09:00,2023-08-08 09:25:00,9,1,1219,"Lower Marsh, Waterloo",1040,"West Smithfield Rotunda, Farringdon",60100,PBSC_EBIKE,16.0,51.5001394,-0.1139359999999953,51.51821864,-0.100791005,2.206575401538582,16.0,78
133001646,2023-08-08 09:18:00,2023-08-08 09:27:00,9,1,1219,"Lower Marsh, Waterloo",200074,"Bury Place, Holborn",54281,CLASSIC,9.0,51.5001394,-0.1139359999999953,51.51742,-0.1231899999999939,2.0254350314783816,9.0,487
133003456,2023-08-08 11:32:00,2023-08-08 11:46:00,11,1,1219,"Lower Marsh, Waterloo",967,"Golden Lane, Barbican",60562,PBSC_EBIKE,14.0,51.5001394,-0.1139359999999953,51.52174785,-0.094475072,2.7544509116238,14.0,8
133003583,2023-08-08 11:49:00,2023-08-08 11:57:00,11,1,1219,"Lower Marsh, Waterloo",1192,"Embankment (Savoy), Strand",59089,CLASSIC,8.0,51.5001394,-0.1139359999999953,51.50963123,-0.119047563,1.113160270000794,8.0,220
133003931,2023-08-08 12:21:00,2023-08-08 12:27:00,12,1,1219,"Lower Marsh, Waterloo",300246,"Belvedere Road 2, South Bank",56771,CLASSIC,6.0,51.5001394,-0.1139359999999953,51.50621,-0.114842,0.6779265156101343,6.0,794
133004234,2023-08-08 12:53:00,2023-08-08 13:06:00,12,1,1219,"Lower Marsh, Waterloo",1067,"St. James's Square, St. James's",50728,CLASSIC,13.0,51.5001394,-0.1139359999999953,51.50742485,-0.134621209,1.6450213891329488,13.0,105
133004839,2023-08-08 13:52:00,2023-08-08 13:55:00,13,1,1219,"Lower Marsh, Waterloo",200039,"Sail Street, Vauxhall",52187,CLASSIC,3.0,51.5001394,-0.1139359999999953,51.495656,-0.114605,0.5006777062662104,3.0,453
133005179,2023-08-08 14:38:00,2023-08-08 14:48:00,14,1,1219,"Lower Marsh, Waterloo",996,"Borough High Street, The Borough",53196,CLASSIC,10.0,51.5001394,-0.1139359999999953,51.50069491,-0.094524319,1.345092426797362,10.0,35
133005415,2023-08-08 15:03:00,2023-08-08 17:10:00,15,1,1219,"Lower Marsh, Waterloo",1028,"William IV Street, Strand",53500,CLASSIC,127.0,51.5001394,-0.1139359999999953,51.50946212,-0.124749274,1.278575311623848,127.0,66
133005635,2023-08-08 15:20:00,2023-08-08 15:28:00,15,1,1219,"Lower Marsh, Waterloo",1208,"Dickens Square, Borough",53671,CLASSIC,8.0,51.5001394,-0.1139359999999953,51.49679128,-0.093913472,1.4351451558604398,8.0,235
133006455,2023-08-08 16:12:00,2023-08-08 16:41:00,16,1,1219,"Lower Marsh, Waterloo",200038,"Ackroyd Drive, Bow",50210,CLASSIC,29.0,51.5001394,-0.1139359999999953,51.520398,-0.026768,6.439324330010009,29.0,452
133006713,2023-08-08 16:26:00,2023-08-08 16:33:00,16,1,1219,"Lower Marsh, Waterloo",1190,"Kennington Lane Rail Bridge, Vauxhall",50587,CLASSIC,7.0,51.5001394,-0.1139359999999953,51.4863434,-0.1224923999999987,1.644442760607803,7.0,218
133006757,2023-08-08 16:28:00,2023-08-08 16:53:00,16,1,1219,"Lower Marsh, Waterloo",300216,"Gas Holders, Battersea Park",24256,CLASSIC,25.0,51.5001394,-0.1139359999999953,51.477966,-0.14785703,3.405132111069848,25.0,767
133006964,2023-08-08 16:37:00,2023-08-08 16:50:00,16,1,1219,"Lower Marsh, Waterloo",300242,"Allington Street, Victoria",56173,CLASSIC,13.0,51.5001394,-0.1139359999999953,51.496863,-0.1429434,2.040754607209946,13.0,790
133007532,2023-08-08 16:58:00,2023-08-08 17:10:00,16,1,1219,"Lower Marsh, Waterloo",1070,"Bricklayers Arms, Borough",59355,CLASSIC,12.0,51.5001394,-0.1139359999999953,51.49506109,-0.085814489,2.026932436322464,12.0,108
133008148,2023-08-08 17:14:00,2023-08-08 17:28:00,17,1,1219,"Lower Marsh, Waterloo",2587,"Wormwood Street, Liverpool Street",50781,CLASSIC,14.0,51.5001394,-0.1139359999999953,51.51615461,-0.082422399,2.815675614095445,14.0,259
133008432,2023-08-08 17:21:00,2023-08-08 17:30:00,17,1,1219,"Lower Marsh, Waterloo",1189,"Long Lane , Bermondsey",52795,CLASSIC,9.0,51.5001394,-0.1139359999999953,51.49907558,-0.085666316,1.96042971275128,9.0,217
133008863,2023-08-08 17:31:00,2023-08-08 17:51:00,17,1,1219,"Lower Marsh, Waterloo",300204,"Victoria Rise, Clapham Common",40681,CLASSIC,20.0,51.5001394,-0.1139359999999953,51.461376,-0.14780467,4.907087268347517,20.0,755
133008871,2023-08-08 17:31:00,2023-08-08 17:33:00,17,1,1219,"Lower Marsh, Waterloo",300025,"Archbishop's Park, Waterloo",55098,CLASSIC,2.0,51.5001394,-0.1139359999999953,51.49824168,-0.117495865,0.3244239102828076,2.0,676
133010546,2023-08-08 18:02:00,2023-08-08 18:06:00,18,1,1219,"Lower Marsh, Waterloo",200039,"Sail Street, Vauxhall",52700,CLASSIC,4.0,51.5001394,-0.1139359999999953,51.495656,-0.114605,0.5006777062662104,4.0,453
133010555,2023-08-08 18:02:00,2023-08-08 18:06:00,18,1,1219,"Lower Marsh, Waterloo",200039,"Sail Street, Vauxhall",59306,CLASSIC,4.0,51.5001394,-0.1139359999999953,51.495656,-0.114605,0.5006777062662104,4.0,453
133013746,2023-08-08 19:13:00,2023-08-08 19:29:00,19,1,1219,"Lower Marsh, Waterloo",300230,"Wynne Road, Stockwell",59505,CLASSIC,16.0,51.5001394,-0.1139359999999953,51.469217,-0.11268674,3.439501951718173,16.0,779
133014113,2023-08-08 19:26:00,2023-08-08 19:33:00,19,1,1219,"Lower Marsh, Waterloo",1007,"Drury Lane, Covent Garden",53683,CLASSIC,7.0,51.5001394,-0.1139359999999953,51.51477076,-0.12221963,1.7249890614927028,7.0,46
133014239,2023-08-08 19:32:00,2023-08-08 19:46:00,19,1,1219,"Lower Marsh, Waterloo",1102,"Leman Street, Aldgate",57770,CLASSIC,14.0,51.5001394,-0.1139359999999953,51.51236389,-0.06954201,3.3598021977881407,14.0,139
133014427,2023-08-08 19:39:00,2023-08-08 19:42:00,19,1,1219,"Lower Marsh, Waterloo",1154,"Kennington Road  , Vauxhall",59403,CLASSIC,3.0,51.5001394,-0.1139359999999953,51.509224,-0.124826,1.960579978832086,3.0,185
133014702,2023-08-08 19:52:00,2023-08-08 20:02:00,19,1,1219,"Lower Marsh, Waterloo",200056,"Vauxhall Walk, Vauxhall",52704,CLASSIC,10.0,51.5001394,-0.1139359999999953,51.488124,-0.120903,1.4204461659415744,10.0,469
133015421,2023-08-08 20:28:00,2023-08-08 20:36:00,20,1,1219,"Lower Marsh, Waterloo",3481,"Rodney Road , Walworth",60594,PBSC_EBIKE,8.0,51.5001394,-0.1139359999999953,51.49148474,-0.090220911,1.902990197423461,8.0,353
133017783,2023-08-09 05:44:00,2023-08-09 05:54:00,5,2,1219,"Lower Marsh, Waterloo",982,"Holborn Circus, Holborn",52928,CLASSIC,10.0,51.5001394,-0.1139359999999953,51.51795029,-0.108657431,2.0138909242372534,10.0,22
133017925,2023-08-09 06:12:00,2023-08-09 06:36:00,6,2,1219,"Lower Marsh, Waterloo",200250,"Cleveland Way, Stepney",59772,CLASSIC,24.0,51.5001394,-0.1139359999999953,51.520893,-0.051394,4.904962978062055,24.0,647
133019453,2023-08-09 07:32:00,2023-08-09 07:53:00,7,2,1219,"Lower Marsh, Waterloo",973,"Bethnal Green Road, Shoreditch",53690,CLASSIC,21.0,51.5001394,-0.1139359999999953,51.52364804,-0.074754872,3.766305248569335,21.0,14
133022182,2023-08-09 08:31:00,2023-08-09 08:46:00,8,2,1219,"Lower Marsh, Waterloo",964,"Bath Street, St. Luke's",59567,CLASSIC,15.0,51.5001394,-0.1139359999999953,51.52589324,-0.090847761,3.279248835415176,15.0,5
133022206,2023-08-09 08:32:00,2023-08-09 09:02:00,8,2,1219,"Lower Marsh, Waterloo",1077,"Royal London Hospital, Whitechapel",40681,CLASSIC,30.0,51.5001394,-0.1139359999999953,51.518675,-0.06111,4.196842454392171,30.0,115
133024723,2023-08-09 09:21:00,2023-08-09 09:30:00,9,2,1219,"Lower Marsh, Waterloo",200074,"Bury Place, Holborn",58733,CLASSIC,9.0,51.5001394,-0.1139359999999953,51.51742,-0.1231899999999939,2.0254350314783816,9.0,487
133024860,2023-08-09 09:25:00,2023-08-09 09:33:00,9,2,1219,"Lower Marsh, Waterloo",1093,"Kennington Cross, Kennington",58757,CLASSIC,8.0,51.5001394,-0.1139359999999953,51.48894022,-0.111435796,1.2572632716462344,8.0,131
133025099,2023-08-09 09:33:00,2023-08-09 09:55:00,9,2,1219,"Lower Marsh, Waterloo",300243,"Good's Way, King's Cross",59505,CLASSIC,22.0,51.5001394,-0.1139359999999953,51.5346677396,-0.125078652873,3.916025826009756,22.0,791
133026209,2023-08-09 10:21:00,2023-08-09 10:23:00,10,2,1219,"Lower Marsh, Waterloo",300025,"Archbishop's Park, Waterloo",17695,CLASSIC,2.0,51.5001394,-0.1139359999999953,51.49824168,-0.117495865,0.3244239102828076,2.0,676
133026218,2023-08-09 10:21:00,2023-08-09 10:32:00,10,2,1219,"Lower Marsh, Waterloo",200223,"Ashmole Estate, Oval",21546,CLASSIC,11.0,51.5001394,-0.1139359999999953,51.48267821,-0.117661574,1.958653688757192,11.0,623
133026527,2023-08-09 10:37:00,2023-08-09 10:41:00,10,2,1219,"Lower Marsh, Waterloo",200076,"Westminster Bridge Road, Elephant & Castle",51146,CLASSIC,4.0,51.5001394,-0.1139359999999953,51.498386,-0.107913,0.4602571342084621,4.0,488
133028502,2023-08-09 12:16:00,2023-08-09 12:46:00,12,2,1219,"Lower Marsh, Waterloo",22159,"Ebury Bridge, Pimlico",57474,CLASSIC,30.0,51.5001394,-0.1139359999999953,51.490491,-0.149186,2.665697432754996,30.0,391
133029366,2023-08-09 12:52:00,2023-08-09 13:02:00,12,2,1219,"Lower Marsh, Waterloo",960,"Hop Exchange, The Borough",53985,CLASSIC,10.0,51.5001394,-0.1139359999999953,51.50462759,-0.091773776,1.6131393962675515,10.0,1
133029435,2023-08-09 12:54:00,2023-08-09 13:04:00,12,2,1219,"Lower Marsh, Waterloo",1160,"Craven Street, Strand",55096,CLASSIC,10.0,51.5001394,-0.1139359999999953,51.50810309,-0.12602103,1.2181163243067044,10.0,191
133031378,2023-08-09 14:17:00,2023-08-09 14:36:00,14,2,1219,"Lower Marsh, Waterloo",2688,"Clifford Street, Mayfair",35602,CLASSIC,19.0,51.5001394,-0.1139359999999953,51.51066202,-0.142345694,2.288094806623993,19.0,286
133033476,2023-08-09 15:47:00,2023-08-09 16:20:00,15,2,1219,"Lower Marsh, Waterloo",1075,"Hyde Park Corner, Hyde Park",35213,CLASSIC,33.0,51.5001394,-0.1139359999999953,51.50311799,-0.153520935,2.7599348511009665,33.0,113
133033488,2023-08-09 15:47:00,2023-08-09 16:21:00,15,2,1219,"Lower Marsh, Waterloo",1075,"Hyde Park Corner, Hyde Park",11667,CLASSIC,34.0,51.5001394,-0.1139359999999953,51.50311799,-0.153520935,2.7599348511009665,34.0,113
133033511,2023-08-09 15:48:00,2023-08-09 16:21:00,15,2,1219,"Lower Marsh, Waterloo",1075,"Hyde Park Corner, Hyde Park",23693,CLASSIC,33.0,51.5001394,-0.1139359999999953,51.50311799,-0.153520935,2.7599348511009665,33.0,113
133033550,2023-08-09 15:49:00,2023-08-09 16:21:00,15,2,1219,"Lower Marsh, Waterloo",1075,"Hyde Park Corner, Hyde Park",41525,CLASSIC,32.0,51.5001394,-0.1139359999999953,51.50311799,-0.153520935,2.7599348511009665,32.0,113
133033563,2023-08-09 15:50:00,2023-08-09 16:21:00,15,2,1219,"Lower Marsh, Waterloo",1075,"Hyde Park Corner, Hyde Park",21522,CLASSIC,31.0,51.5001394,-0.1139359999999953,51.50311799,-0.153520935,2.7599348511009665,31.0,113
133034362,2023-08-09 16:15:00,2023-08-09 16:48:00,16,2,1219,"Lower Marsh, Waterloo",200038,"Ackroyd Drive, Bow",50430,CLASSIC,33.0,51.5001394,-0.1139359999999953,51.520398,-0.026768,6.439324330010009,33.0,452
133034433,2023-08-09 16:18:00,2023-08-09 16:51:00,16,2,1219,"Lower Marsh, Waterloo",1219,"Lower Marsh, Waterloo",58991,CLASSIC,33.0,51.5001394,-0.1139359999999953,51.5001394,-0.1139359999999953,0.0,33.0,245
133034455,2023-08-09 16:19:00,2023-08-09 16:51:00,16,2,1219,"Lower Marsh, Waterloo",1219,"Lower Marsh, Waterloo",56987,CLASSIC,32.0,51.5001394,-0.1139359999999953,51.5001394,-0.1139359999999953,0.0,32.0,245
133036484,2023-08-09 17:10:00,2023-08-09 17:28:00,17,2,1219,"Lower Marsh, Waterloo",200149,"Watney Street, Shadwell",58991,CLASSIC,18.0,51.5001394,-0.1139359999999953,51.511542,-0.056667,4.161532068819892,18.0,550
133037750,2023-08-09 17:33:00,2023-08-09 17:52:00,17,2,1219,"Lower Marsh, Waterloo",300204,"Victoria Rise, Clapham Common",52371,CLASSIC,19.0,51.5001394,-0.1139359999999953,51.461376,-0.14780467,4.907087268347517,19.0,755
133037845,2023-08-09 17:34:00,2023-08-09 17:37:00,17,2,1219,"Lower Marsh, Waterloo",200039,"Sail Street, Vauxhall",56987,CLASSIC,3.0,51.5001394,-0.1139359999999953,51.495656,-0.114605,0.5006777062662104,3.0,453
133041522,2023-08-09 18:27:00,2023-08-09 18:41:00,18,2,1219,"Lower Marsh, Waterloo",1213,"Curlew Street, Shad Thames",55646,CLASSIC,14.0,51.5001394,-0.1139359999999953,51.50227992,-0.074189225,2.761493814592775,14.0,240
