Number,Start date,End date,Start_hour,Start_dayofweek,Start station number,Start station,End station number,End station,Bike number,Bike model,Trip_duration_minutes,Start_lat,Start_lon,End_lat,End_lon,Trip_distance_km,duration,destination
133578994,2023-08-30 11:36:00,2023-08-30 12:08:00,11,2,1219,"Lower Marsh, Waterloo",1067,"St. James's Square, St. James's",54148,CLASSIC,32.0,51.5001394,-0.1139359999999953,51.50742485,-0.134621209,1.6450213891329488,32.0,105
133580750,2023-08-30 13:04:00,2023-08-30 13:08:00,13,2,1219,"Lower Marsh, Waterloo",998,"Lollard Street, Vauxhall",56926,CLASSIC,4.0,51.5001394,-0.1139359999999953,51.49288067,-0.114934001,0.8100853536111423,4.0,37
133581087,2023-08-30 13:20:00,2023-08-30 13:30:00,13,2,1219,"Lower Marsh, Waterloo",2666,"Howick Place, Westminster",55156,CLASSIC,10.0,51.5001394,-0.1139359999999953,51.49675303,-0.138733562,1.7573721978083898,10.0,272
133584018,2023-08-30 15:43:00,2023-08-30 15:54:00,15,2,1219,"Lower Marsh, Waterloo",300050,"Walworth Square, Walworth",59280,CLASSIC,11.0,51.5001394,-0.1139359999999953,51.491327,-0.096518684,1.5537116782946496,11.0,701
133585097,2023-08-30 16:25:00,2023-08-30 16:54:00,16,2,1219,"Lower Marsh, Waterloo",300051,"Hibbert Street, Battersea",58482,CLASSIC,29.0,51.5001394,-0.1139359999999953,51.46517078,-0.18038939,6.024503024260444,29.0,702
133588940,2023-08-30 17:47:00,2023-08-30 18:13:00,17,2,1219,"Lower Marsh, Waterloo",200246,"Eagle Wharf Road, Hoxton",23353,CLASSIC,26.0,51.5001394,-0.1139359999999953,51.53356,-0.09315,3.984822898021592,26.0,643
133590931,2023-08-30 18:18:00,2023-08-30 18:27:00,18,2,1219,"Lower Marsh, Waterloo",960,"Hop Exchange, The Borough",52646,CLASSIC,9.0,51.5001394,-0.1139359999999953,51.50462759,-0.091773776,1.6131393962675515,9.0,1
133593240,2023-08-30 19:02:00,2023-08-30 19:23:00,19,2,1219,"Lower Marsh, Waterloo",300203,"Euston Square Gardens, Euston",57034,CLASSIC,21.0,51.5001394,-0.1139359999999953,51.527068,-0.13186102,3.241077911149868,21.0,754
133593723,2023-08-30 19:13:00,2023-08-30 19:25:00,19,2,1219,"Lower Marsh, Waterloo",1153,"Pall Mall East, West End",23387,CLASSIC,12.0,51.5001394,-0.1139359999999953,51.50777049,-0.130699733,1.4374619508071511,12.0,184
133593973,2023-08-30 19:19:00,2023-08-30 19:31:00,19,2,1219,"Lower Marsh, Waterloo",1040,"West Smithfield Rotunda, Farringdon",57073,CLASSIC,12.0,51.5001394,-0.1139359999999953,51.51821864,-0.100791005,2.206575401538582,12.0,78
133594387,2023-08-30 19:30:00,2023-08-30 19:35:00,19,2,1219,"Lower Marsh, Waterloo",200132,"Gaywood  Street, Elephant & Castle",24042,CLASSIC,5.0,51.5001394,-0.1139359999999953,51.49605,-0.104193,0.8134152861611408,5.0,535
133594558,2023-08-30 19:35:00,2023-08-30 19:50:00,19,2,1219,"Lower Marsh, Waterloo",300229,"Sidney Road, Stockwell",56948,CLASSIC,15.0,51.5001394,-0.1139359999999953,51.469202,-0.11902256,3.458065537063437,15.0,778
133595146,2023-08-30 19:51:00,2023-08-30 20:02:00,19,2,1219,"Lower Marsh, Waterloo",200084,"Doddington Grove, Kennington",57696,CLASSIC,11.0,51.5001394,-0.1139359999999953,51.48692917,-0.102996299,1.6526615960116238,11.0,496
133595809,2023-08-30 20:18:00,2023-08-30 20:39:00,20,2,1219,"Lower Marsh, Waterloo",1102,"Leman Street, Aldgate",58890,CLASSIC,21.0,51.5001394,-0.1139359999999953,51.51236389,-0.06954201,3.3598021977881407,21.0,139
133597581,2023-08-30 22:01:00,2023-08-30 22:17:00,22,2,1219,"Lower Marsh, Waterloo",200216,"Clements Road, Bermondsey",50914,CLASSIC,16.0,51.5001394,-0.1139359999999953,51.4954,-0.061698585,3.654275071055429,16.0,616
133597925,2023-08-30 22:28:00,2023-08-30 22:36:00,22,2,1219,"Lower Marsh, Waterloo",1155,"Regency Street, Westminster",23126,CLASSIC,8.0,51.5001394,-0.1139359999999953,51.49206037,-0.132224622,1.552392886287958,8.0,186
133598559,2023-08-30 23:38:00,2023-08-30 23:48:00,23,2,1219,"Lower Marsh, Waterloo",200039,"Sail Street, Vauxhall",16479,CLASSIC,10.0,51.5001394,-0.1139359999999953,51.495656,-0.114605,0.5006777062662104,10.0,453
133601128,2023-08-31 07:41:00,2023-08-31 07:57:00,7,3,1219,"Lower Marsh, Waterloo",964,"Bath Street, St. Luke's",59430,CLASSIC,16.0,51.5001394,-0.1139359999999953,51.52589324,-0.090847761,3.279248835415176,16.0,5
133602939,2023-08-31 08:20:00,2023-08-31 08:25:00,8,3,1219,"Lower Marsh, Waterloo",998,"Lollard Street, Vauxhall",58998,CLASSIC,5.0,51.5001394,-0.1139359999999953,51.49288067,-0.114934001,0.8100853536111423,5.0,37
133603580,2023-08-31 08:31:00,2023-08-31 08:48:00,8,3,1219,"Lower Marsh, Waterloo",3471,"Chadwell Street, Angel",58845,CLASSIC,17.0,51.5001394,-0.1139359999999953,51.53051587,-0.106408455,3.4176368382705813,17.0,346
133604956,2023-08-31 08:54:00,2023-08-31 08:58:00,8,3,1219,"Lower Marsh, Waterloo",22162,"Southwark Station 1, Southwark",51606,CLASSIC,4.0,51.5001394,-0.1139359999999953,51.504043,-0.105312,0.738060890910685,4.0,394
133606341,2023-08-31 09:31:00,2023-08-31 09:40:00,9,3,1219,"Lower Marsh, Waterloo",1209,"Empire Square, The Borough",56317,CLASSIC,9.0,51.5001394,-0.1139359999999953,51.50082346,-0.089740764,1.6765143058489214,9.0,236
133609352,2023-08-31 12:45:00,2023-08-31 12:54:00,12,3,1219,"Lower Marsh, Waterloo",963,"Bankside Mix, Bankside",59112,CLASSIC,9.0,51.5001394,-0.1139359999999953,51.50581776,-0.100186337,1.14210208536306,9.0,4
133609578,2023-08-31 12:58:00,2023-08-31 13:04:00,12,3,1219,"Lower Marsh, Waterloo",961,"Union Street, The Borough",51774,CLASSIC,6.0,51.5001394,-0.1139359999999953,51.50368837,-0.098497684,1.1391410563225703,6.0,2
133612288,2023-08-31 15:34:00,2023-08-31 15:42:00,15,3,1219,"Lower Marsh, Waterloo",1208,"Dickens Square, Borough",21050,CLASSIC,8.0,51.5001394,-0.1139359999999953,51.49679128,-0.093913472,1.4351451558604398,8.0,235
133612370,2023-08-31 15:39:00,2023-08-31 15:44:00,15,3,1219,"Lower Marsh, Waterloo",998,"Lollard Street, Vauxhall",53756,CLASSIC,5.0,51.5001394,-0.1139359999999953,51.49288067,-0.114934001,0.8100853536111423,5.0,37
133612386,2023-08-31 15:41:00,2023-08-31 15:56:00,15,3,1219,"Lower Marsh, Waterloo",2667,"Tower Wharf, Bermondsey",51952,CLASSIC,15.0,51.5001394,-0.1139359999999953,51.500845,-0.074704305,2.71674016240294,15.0,273
133612516,2023-08-31 15:49:00,2023-08-31 16:01:00,15,3,1219,"Lower Marsh, Waterloo",2587,"Wormwood Street, Liverpool Street",60355,PBSC_EBIKE,12.0,51.5001394,-0.1139359999999953,51.51615461,-0.082422399,2.815675614095445,12.0,259
133612667,2023-08-31 15:59:00,2023-08-31 16:05:00,15,3,1219,"Lower Marsh, Waterloo",1190,"Kennington Lane Rail Bridge, Vauxhall",50730,CLASSIC,6.0,51.5001394,-0.1139359999999953,51.4863434,-0.1224923999999987,1.644442760607803,6.0,218
133613557,2023-08-31 16:40:00,2023-08-31 16:49:00,16,3,1219,"Lower Marsh, Waterloo",200094,"St. Bride Street, Holborn",51835,CLASSIC,9.0,51.5001394,-0.1139359999999953,51.51505991,-0.10534448,1.7624199207480755,9.0,504
133614296,2023-08-31 17:05:00,2023-08-31 17:16:00,17,3,1219,"Lower Marsh, Waterloo",1070,"Bricklayers Arms, Borough",50667,CLASSIC,11.0,51.5001394,-0.1139359999999953,51.49506109,-0.085814489,2.026932436322464,11.0,108
133615308,2023-08-31 17:28:00,2023-08-31 17:37:00,17,3,1219,"Lower Marsh, Waterloo",996,"Borough High Street, The Borough",59367,CLASSIC,9.0,51.5001394,-0.1139359999999953,51.50069491,-0.094524319,1.345092426797362,9.0,35
133615882,2023-08-31 17:40:00,2023-08-31 17:56:00,17,3,1219,"Lower Marsh, Waterloo",1102,"Leman Street, Aldgate",51776,CLASSIC,16.0,51.5001394,-0.1139359999999953,51.51236389,-0.06954201,3.3598021977881407,16.0,139
133616859,2023-08-31 17:59:00,2023-08-31 18:14:00,17,3,1219,"Lower Marsh, Waterloo",300061,"Crimscott Street, Bermondsey",12092,CLASSIC,15.0,51.5001394,-0.1139359999999953,51.495598,-0.078893,2.477809865072124,15.0,712
133617295,2023-08-31 18:08:00,2023-08-31 18:22:00,18,3,1219,"Lower Marsh, Waterloo",2587,"Wormwood Street, Liverpool Street",40969,CLASSIC,14.0,51.5001394,-0.1139359999999953,51.51615461,-0.082422399,2.815675614095445,14.0,259
133617586,2023-08-31 18:13:00,2023-08-31 18:19:00,18,3,1219,"Lower Marsh, Waterloo",961,"Union Street, The Borough",50566,CLASSIC,6.0,51.5001394,-0.1139359999999953,51.50368837,-0.098497684,1.1391410563225703,6.0,2
133618492,2023-08-31 18:32:00,2023-08-31 18:52:00,18,3,1219,"Lower Marsh, Waterloo",300070,"Imperial Wharf Station, Sands End",60465,PBSC_EBIKE,20.0,51.5001394,-0.1139359999999953,51.474665,-0.18316517,5.567803874943272,20.0,720
133619197,2023-08-31 18:48:00,2023-08-31 18:56:00,18,3,1219,"Lower Marsh, Waterloo",1015,"New Globe Walk, Bankside",30400,CLASSIC,8.0,51.5001394,-0.1139359999999953,51.5073853,-0.096440751,1.4544807344808608,8.0,53
133621476,2023-08-31 20:02:00,2023-08-31 20:05:00,20,3,1219,"Lower Marsh, Waterloo",3498,"Geraldine Street, Elephant & Castle",59236,CLASSIC,3.0,51.5001394,-0.1139359999999953,51.49612799,-0.106000855,0.707591940281602,3.0,370
133621459,2023-08-31 20:02:00,2023-08-31 20:05:00,20,3,1219,"Lower Marsh, Waterloo",3498,"Geraldine Street, Elephant & Castle",52646,CLASSIC,3.0,51.5001394,-0.1139359999999953,51.49612799,-0.106000855,0.707591940281602,3.0,370
133623166,2023-08-31 21:42:00,2023-08-31 22:25:00,21,3,1219,"Lower Marsh, Waterloo",200078,"Aberfeldy Street, Poplar",57366,CLASSIC,43.0,51.5001394,-0.1139359999999953,51.513548,-0.005659,7.640739558896987,43.0,490
133623715,2023-08-31 22:25:00,2023-08-31 22:32:00,22,3,1219,"Lower Marsh, Waterloo",1155,"Regency Street, Westminster",21723,CLASSIC,7.0,51.5001394,-0.1139359999999953,51.49206037,-0.132224622,1.552392886287958,7.0,186
133623909,2023-08-31 22:44:00,2023-08-31 23:02:00,22,3,1219,"Lower Marsh, Waterloo",200240,"Ferndale Road, Brixton",55853,CLASSIC,18.0,51.5001394,-0.1139359999999953,51.464019,-0.11578197,4.01843890665184,18.0,638
133623930,2023-08-31 22:46:00,2023-08-31 23:19:00,22,3,1219,"Lower Marsh, Waterloo",300071,"Elgin Avenue, Maida Hill",58913,CLASSIC,33.0,51.5001394,-0.1139359999999953,51.524309,-0.2012345999999922,6.612056889252533,33.0,721
133624449,2023-08-31 23:40:00,2023-08-31 23:52:00,23,3,1219,"Lower Marsh, Waterloo",22160,"Chelsea Bridge, Pimlico",51797,CLASSIC,12.0,51.5001394,-0.1139359999999953,51.485821,-0.149004,2.9032892166846342,12.0,392
133624461,2023-08-31 23:42:00,2023-08-31 23:46:00,23,3,1219,"Lower Marsh, Waterloo",959,"Milroy Walk, South Bank",53112,CLASSIC,4.0,51.5001394,-0.1139359999999953,51.50724437,-0.106237501,0.9529362826512656,4.0,0
